category,name,link,flavor profiles
Additive,Spirulina,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=650,"sweet, new mown hay, green, tonka, bitter, bitter, musty, coffee, cocoa, nutty, almond, sulfurous, potato, onion, vegetable, sweet, soup, prune, cananga, floral, wintergreen, lettuce, sweet, almond, herb, phenolic, lemon, citrus, bitter, sweet, sharp, mint, ether, waxy, grape, sweet, rum, fruity, citrus, rose, waxy, floral, sweet, fruity, geranium, odorless, sweet, butterscotch, caramel, sweet, candy, bitter, magnolia, jasmine, fresh, waxy, floral, oily, melon, petal, phenolic, balsamic, mild, bitter, bitter, sulfur, garlic, gasoline, decomposing cabbage, bitter, cherry, almond, sweet, burnt sugar, sharp, strong, bitter, berry, balsamic, rose, floral, walnut, sweet, cherry, phenolic, flower, grapefruit, sweet, bitter, bitter, grassy, very mild, bitter, odorless, sweet, sour, odorless, mild, odorless, bitter, shrimp, ammoniacal, menthol, camphor, peppermint, deep, herbal, raspberry, bitter, camphoraceous, leafy, grass, sweaty, tallow, fat, fresh, fatty, fruity, aldehydic, green, waxy, rose, lavender, green, floral, bitter, bitter, roasted, onion, malt, wine, fruity, apple, fresh, banana, sweet, fruity, grassy, green, nutty, faint, phenolic, vanilla, chocolate, sweet, creamy, oil, powdery, cinnamic, bitter, sweet, balsam, hyacinth, spicy, green, hyacinth, spicy, powdery, sweet, cinnamic, balsam, green, bitter, peppery, mustard, garlic, onion, fish, pungent, mustard, pungent, bitter, carnation, clove, floral, sweet, woody, flower, spicy, phenolic, bland, tobacco, rose, floral, sweet, honey, fruity, tropical, honeysuckle, sour, waxy, floral, sweet, honey, civet, flower, malt, fresh, floral, pungent, aldehydic, green, bitter, apple, fatty, fruity, leaf, grassy, weedy, green, spice, warm, red hots, paint, clove, sweet, candy, cinnamon, odorless, pepper, apple, mushroom, citrus, musty, rubber, nutty, green, hazelnut, bitter, lemongrass, minty, mint, fresh, peppermint, sweet, cool, minty, green, potato, vegetable, tomato, fishy, musty, earthy, creamy, peanut, cooked potato, beef, lilac, rose, rose water, honey, rose flower, floral, spice, bitter, rose dried, camphoraceous, minty, sweet, mentholic, sour, odorless, lemon, citrus, soap, orange peel, fat, waxy, fatty, aldehydic, green, bitter, bitter, hyacinth, honey, clover, sweet, hawthorne, cocoa, grapefruit, green, peanut, floral, bitter, bitter, oil, pineapple, balsamic, herbal, strawberry, oily, faint, sweet, balsam, cherry, almond, herb, cheese, leafy, alcohol, pepper, wine, green, fresh, fruit, unripe banana, fruity, leaf, walnut, moss, bitter, fresh, fatty, earthy, intensely, green, bitter, balsamic, rose, fatty, sweet, musk, cinnamon, pineapple, ethereal, sweet, anise, fruity, balsam, weedy, green, oil, alcoholic, burnt, whiskey, malt, banana, fusel, fruity, solvent, alcohol, whiskey, wine, earthy, cocoa, pungent, nutty, ethereal, pungent, tropical, metallic, spicy, green, lemon, lemon peel, sweet, citral, brown, sweet, pungent, fruity, cherry, nutty, almond, ethereal, acetone, ether, floral, sweet, fruity, mild, cherry, almond, herbal, woody, thyme, wood, medicine, dry, burnt, jasmine, mothball, animal, fishy, floral, moth ball, naphthelene, honey, fecal, waxy, bitter, fatty, cheese, creamy, citrus, ozone, fat, herbal, fresh, wine-lee, rancid, fatty, aldehydic, green, odorless, solvent, apple, pear, ethereal, ethereal, ether, fruity, acetone, camphor, butter, caramel, oily, creamy, sweet, pungent, strong, acidic, odorless, bitter, woody, sweet, balsam, nutty, almond, storax, sweet, honey, balsam, floral, minty, bitter, almond, medical, bitter, dry, balsam, balsamic, peach, sour, chocolate, ethereal, malt, fatty, aldehydic, orange, linden, mild, clove, fresh, waxy, floral, muguet, sweet, anise, lily, balsam, angelica, pear, grapefruit"
Additive,Spread,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=875,"bitter, grassy, very mild, bland"
Additive,Stuffing,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=956,"bitter, grassy, very mild, bland, sour, cheesy, sweat, rancid, cheese"
Additive,Sugar,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=781,"mild, sour, bitter, grassy, very mild, sour, cheesy, sweat, rancid, cheese, bitter, bland"
Additive,Sugar Substitute,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=785,"bitter, mild, sour, bitter, grassy, very mild, sour, cheesy, sweat, rancid, cheese"
Additive,Syrup,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=803,"bitter, mild, sour, bitter, grassy, very mild, sour, cheesy, sweat, rancid, cheese"
Additive,Topping,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=840,"bitter, grassy, very mild, bland, sour, cheesy, sweat, rancid, cheese"
Additive,Water,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=794,"bitter, mild, sour, bitter, grassy, very mild, sour, cheesy, sweat, rancid, cheese"
Animal Product,Egg,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=0,"faint, very strong, mothball, animal, fecal, indole, civet, roast beef, roasted nuts, grass, medical, cocoa, woody, medicine, roasted nut, medicinal, solvent, spice, herbal, sharp, fruity, dairy, green, musty, coffee, cocoa, nutty, almond, balsamic, gasoline, floral, sweet, balsam, plastic, ethereal, sulfurous, apple, pineapple, ether, banana, fruit, sweet, fruity, raw, fishy, oily, earthy, fungal, chicken, mushroom, green, potato, vegetable, tomato, fishy, musty, earthy, creamy, peanut, cooked potato, beef, odorless, butter, green bean, vegetable, earthy, beany, fruity, metallic, green, ether, waxy, grape, sweet, rum, fruity, mild, sour, bitter, lemon, citrus, soap, orange peel, fat, waxy, fatty, aldehydic, green, burnt, orange, rose, waxy, chemical, metal, aldehydic, mushroom, green, roast, ethereal, bacon, chemical, gravy, beef, meaty, earthy, sweet, burnt, malty, burnt, jasmine, mothball, animal, fishy, floral, moth ball, naphthelene, honey, fecal, medical, leather, woody, fecal, phenolic, medicinal, plastic, vegetable, tomato, nutty, roasted meat, green, citrus, clean clothes, rose, waxy, fresh, mandarin, floral, soapy, woody, bitter, musty, alcohol, citrus, lime, orange peel, rose, fat, green, fishy, waxy, fresh, fatty, peely, aldehydic, orris, grapefruit, sour, cheesy, sweat, rancid, cheese, hazelnut, roasted, barley, sweet corn, pungent, odorless, citrus, cabbage, sulfurous, putrid, wine_like, onion, vegetable, fatty, floral, earthy, woody, fruity, herbaceous, nutty, meaty, spicy, green, hyacinth, honey, clover, sweet, hawthorne, cocoa, grapefruit, green, peanut, floral, bitter, ethereal, nutty, sweet, warm, odorless, bitter, butter, cream, caramel, sweet, pungent, creamy, nutty, cheese, ethereal, anisic, fruit, pungent, fruity, nutty, green, phenol, plastic, rubber, phenolic, sulfur, garlic, gasoline, decomposing cabbage, odorless, bitter, natural, earthy, gasoline, weedy, herbal, woody, bitter, soap, sour, putrid, fishy, rancid, sickening, amine, cheesy, sweat, vegetable, waxy, fatty, rancid, oily, cheese, egg, rotten, raw, hazelnut, roast, sweat, potato, bread, musty, earthy, peanut, nutty, corn, sulfur, sulfurous, cabbage, onion, gasoline, vegetable, sulfury, sweet corn, tomato, radish, wild, green, caramel, spice, burnt sugar, maple, almond, bitter, chocolate, roasted, cocoa, peanut, nutty, popcorn, green, bland, cooling, tobacco, mentholic, peppermint, camphoraceous, minty, grassy, very mild, butter, pungent, tropical, horseradish, green, vegetable, bitter, fruity, solvent, alcohol, whiskey, wine, earthy, cocoa, pungent, nutty, smoke, animal, narcissus, phenol, mimosa, medicine, medicinal, phenolic, potato, alcohol, ether, ethereal, wine, banana, fishy, fruit, sweet, woody, fruity, malt, fresh, floral, pungent, aldehydic, green, peach, sour, chocolate, ethereal, malt, fatty, aldehydic"
Bakery,Bagel,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=925,"bitter, grassy, very mild, bland, sour, cheesy, sweat, rancid, cheese"
Bakery,Bakery Products,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=1,"butter, caramel, nut, peanut butter, meat, leather, coffee, cocoa, peanut, nutty, almond, walnut, roast beef, roasted nuts, grass, medical, cocoa, woody, medicine, roasted nut, medicinal, butter, peanut, musty, cocoa, nutty, wood, roasted, woody, bitter, peanut butter, raw, hazelnut, roast, sweat, potato, bread, musty, earthy, peanut, nutty, corn, chocolate, roasted, cocoa, peanut, nutty, popcorn, green, hazelnut, roast, roasted, powdery, potato, must, musty, earthy, cocoa, peanut, nutty"
Bakery,Biscuit,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=485,"sweet, new mown hay, green, tonka, bitter, bitter, musty, coffee, cocoa, nutty, almond, sulfurous, potato, onion, vegetable, sweet, soup, prune, cananga, floral, wintergreen, lettuce, sweet, almond, herb, phenolic, lemon, citrus, bitter, sweet, sharp, mint, ether, waxy, grape, sweet, rum, fruity, citrus, rose, waxy, floral, sweet, fruity, geranium, odorless, sweet, butterscotch, caramel, sweet, candy, bitter, magnolia, jasmine, fresh, waxy, floral, oily, melon, petal, phenolic, balsamic, mild, bitter, bitter, sulfur, garlic, gasoline, decomposing cabbage, bitter, cherry, almond, sweet, burnt sugar, sharp, strong, bitter, berry, balsamic, rose, floral, walnut, sweet, cherry, phenolic, flower, grapefruit, sweet, bitter, bitter, grassy, very mild, bitter, odorless, sweet, sour, odorless, mild, odorless, bitter, shrimp, ammoniacal, menthol, camphor, peppermint, deep, herbal, raspberry, bitter, camphoraceous, leafy, grass, sweaty, tallow, fat, fresh, fatty, fruity, aldehydic, green, waxy, rose, lavender, green, floral, bitter, bitter, roasted, onion, malt, wine, fruity, apple, fresh, banana, sweet, fruity, grassy, green, sour, cheesy, sweat, rancid, cheese, nutty, faint, phenolic, vanilla, chocolate, sweet, creamy, oil, powdery, cinnamic, bitter, sweet, balsam, hyacinth, spicy, green, hyacinth, spicy, powdery, sweet, cinnamic, balsam, green, bitter, peppery, mustard, garlic, onion, fish, pungent, mustard, pungent, bitter, carnation, clove, floral, sweet, woody, flower, spicy, phenolic, bland, tobacco, rose, floral, sweet, honey, fruity, tropical, honeysuckle, sour, waxy, floral, sweet, honey, civet, flower, malt, fresh, floral, pungent, aldehydic, green, bitter, apple, fatty, fruity, leaf, grassy, weedy, green, spice, warm, red hots, paint, clove, sweet, candy, cinnamon, odorless, pepper, apple, mushroom, citrus, musty, rubber, nutty, green, hazelnut, bitter, lemongrass, minty, mint, fresh, peppermint, sweet, cool, minty, green, potato, vegetable, tomato, fishy, musty, earthy, creamy, peanut, cooked potato, beef, lilac, rose, rose water, honey, rose flower, floral, spice, bitter, rose dried, camphoraceous, minty, sweet, mentholic, sour, odorless, lemon, citrus, soap, orange peel, fat, waxy, fatty, aldehydic, green, bitter, mild, sour, bitter, bitter, hyacinth, honey, clover, sweet, hawthorne, cocoa, grapefruit, green, peanut, floral, bitter, bitter, oil, pineapple, balsamic, herbal, strawberry, oily, faint, sweet, balsam, cherry, almond, herb, cheese, leafy, alcohol, pepper, wine, green, fresh, fruit, unripe banana, fruity, leaf, walnut, moss, bitter, fresh, fatty, earthy, intensely, green, bitter, balsamic, rose, fatty, sweet, musk, cinnamon, pineapple, ethereal, sweet, anise, fruity, balsam, weedy, green, oil, alcoholic, burnt, whiskey, malt, banana, fusel, fruity, solvent, alcohol, whiskey, wine, earthy, cocoa, pungent, nutty, ethereal, pungent, tropical, metallic, spicy, green, lemon, lemon peel, sweet, citral, brown, sweet, pungent, fruity, cherry, nutty, almond, ethereal, acetone, ether, floral, sweet, fruity, mild, cherry, almond, herbal, woody, thyme, wood, medicine, dry, burnt, jasmine, mothball, animal, fishy, floral, moth ball, naphthelene, honey, fecal, waxy, bitter, fatty, cheese, creamy, citrus, ozone, fat, herbal, fresh, wine-lee, rancid, fatty, aldehydic, green, odorless, solvent, apple, pear, ethereal, ethereal, ether, fruity, acetone, camphor, butter, caramel, oily, creamy, sweet, pungent, strong, acidic, odorless, bitter, woody, sweet, balsam, nutty, almond, storax, sweet, honey, balsam, floral, minty, bitter, almond, medical, bitter, dry, balsam, balsamic, peach, sour, chocolate, ethereal, malt, fatty, aldehydic, orange, linden, mild, clove, fresh, waxy, floral, muguet, sweet, anise, lily, balsam, angelica, pear, grapefruit"
Bakery,Bread,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=2,"sweet, new mown hay, green, tonka, bitter, prune, cananga, floral, wintergreen, lettuce, sweet, almond, herb, phenolic, ether, waxy, grape, sweet, rum, fruity, citrus, rose, waxy, floral, sweet, fruity, geranium, odorless, sweet, butterscotch, caramel, sweet, candy, hazelnut, roasted, barley, sweet corn, pungent, bitter, pungent, cheese, sulfur, garlic, gasoline, decomposing cabbage, bitter, cherry, almond, sweet, burnt sugar, sharp, strong, bitter, berry, balsamic, rose, floral, walnut, sweet, cherry, phenolic, flower, grapefruit, sweet, bitter, bitter, odorless, bitter, leafy, grass, sweaty, tallow, fat, fresh, fatty, fruity, aldehydic, green, bitter, roasted, onion, malt, wine, fruity, coconut, tobacco, coumarin, herbal, sweet, sour, cheesy, sweat, rancid, cheese, nutty, faint, phenolic, fatty, soapy, waxy, coconut, vanilla, chocolate, sweet, creamy, citrus, cabbage, sulfurous, putrid, wine_like, onion, vegetable, fatty, floral, earthy, woody, fruity, herbaceous, nutty, meaty, spicy, green, oil, powdery, cinnamic, bitter, sweet, balsam, hyacinth, spicy, green, hyacinth, spicy, powdery, sweet, cinnamic, balsam, green, bitter, peppery, mustard, garlic, onion, fish, pungent, bitter, tobacco, oily, fatty, heavy, popcorn, corn, chip, fatty, sour, sweat, cheese, carnation, clove, floral, sweet, woody, flower, spicy, phenolic, bland, tobacco, rose, floral, sweet, honey, fruity, tropical, alcoholic, ethereal, medical, sweet, strong, honeysuckle, sour, waxy, floral, sweet, honey, civet, flower, apple, fatty, fruity, leaf, grassy, weedy, green, spice, warm, red hots, paint, clove, sweet, candy, cinnamon, bready, fermented, berry, malt, pungent, fruity, nutty, almond, odorless, minty, mint, fresh, peppermint, sweet, cool, minty, green, lilac, rose, rose water, honey, rose flower, floral, spice, bitter, rose dried, camphoraceous, minty, sweet, mentholic, bready, oily, woody, cocoa, nutty, amine, sour, odorless, bitter, citrus, lime, orange peel, rose, fat, green, fishy, waxy, fresh, fatty, peely, aldehydic, orris, grapefruit, bitter, hyacinth, honey, clover, sweet, hawthorne, cocoa, grapefruit, green, peanut, floral, bitter, leafy, alcohol, pepper, wine, green, fresh, fruit, unripe banana, fruity, leaf, walnut, coconut, mild, fatty, metal, bay oil, cheesy, sweat, vegetable, waxy, fatty, rancid, oily, cheese, caramel, spice, burnt sugar, maple, almond, bitter, oil, alcoholic, burnt, whiskey, malt, banana, fusel, fruity, balsamic, rose, fatty, sweet, musk, cinnamon, solvent, alcohol, whiskey, wine, earthy, cocoa, pungent, nutty, floral, sweet, fruity, mild, cherry, almond, herbal, woody, thyme, wood, medicine, dry, burnt, jasmine, mothball, animal, fishy, floral, moth ball, naphthelene, honey, fecal, waxy, bitter, fatty, cheese, creamy, ethereal, acetone, chocolate, odorless, butter, caramel, oily, creamy, sweet, pungent, strong, bitter, storax, sweet, honey, balsam, floral, minty, almond, medical, bitter, dry, cheesy, soy, acidic, vinegar, rancid, pungent, peach, sour, chocolate, ethereal, malt, fatty, aldehydic, orange, linden, mild, clove, fresh, waxy, floral, muguet, sweet, anise, lily, balsam, angelica, pear, grapefruit, bitter, musty, coffee, cocoa, nutty, almond, sulfurous, potato, onion, vegetable, sweet, soup, lemon, citrus, bitter, sweet, sharp, mint, solvent, ether, wine, bitter, pungent, vinegar, formyl, fatty, slightly waxy, rancid, butter, strawberry, cheese, sweet, bitter, ether, fruity, magnolia, jasmine, fresh, waxy, floral, oily, melon, petal, phenolic, balsamic, mild, bitter, bitter, oil, alcoholic, ethereal, resin, fusel, sweet, fruity, flower, green, egg, rotten, sour, sweat, acid, stinky, sweaty, animal, rancid, tropical, feet, cheese, grassy, very mild, bitter, odorless, sweet, potato, alcohol, ether, ethereal, wine, banana, fishy, fruit, sweet, woody, fruity, sour, odorless, mild, fruity, shrimp, ammoniacal, apple, fresh, fatty, fruity, green, menthol, camphor, peppermint, deep, herbal, raspberry, bitter, camphoraceous, waxy, rose, lavender, green, floral, bitter, apple, fresh, banana, sweet, fruity, grassy, green, tomato, coffee, corn, chocolate, nutty, bread crust, roast, hazelnut, popcorn, bitter, chip, mustard, pungent, alkaline, egg, animal, ammoniacal, amine, bitter, malt, fresh, floral, pungent, aldehydic, green, pepper, apple, mushroom, citrus, musty, rubber, nutty, green, hazelnut, bitter, lemongrass, potato, vegetable, tomato, fishy, musty, earthy, creamy, peanut, cooked potato, beef, lemon, citrus, soap, orange peel, fat, waxy, fatty, aldehydic, green, mild, sour, bitter, bitter, oil, pineapple, balsamic, herbal, strawberry, oily, faint, sweet, balsam, cherry, almond, herb, cheese, moss, bitter, fresh, fatty, earthy, intensely, green, pineapple, ethereal, sweet, anise, fruity, balsam, weedy, green, ethereal, pungent, tropical, metallic, spicy, green, lemon, lemon peel, sweet, citral, sour, citrus, fat, rancid, fatty, unpleasant, fragrant, bread, woody, sweet, baked, almond, brown, sweet, pungent, fruity, cherry, nutty, almond, ethereal, acetone, ether, caramel, ester, fruity, alcoholic, fermented, alcohol, musty, fusel, pungent, peanut, butter, green bean, vegetable, earthy, beany, fruity, metallic, green, citrus, ozone, fat, herbal, fresh, wine-lee, rancid, fatty, aldehydic, green, solvent, apple, pear, ethereal, ethereal, ether, fruity, acetone, camphor, acidic, odorless, woody, sweet, balsam, nutty, almond, bitter, balsam, balsamic"
Bakery,Candy Bar,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=959,"bitter, grassy, very mild, bland, sour, cheesy, sweat, rancid, cheese"
Bakery,Chocolate Mousse,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=945,"bitter, grassy, very mild, sour, cheesy, sweat, rancid, cheese"
Bakery,Corn Chip,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=847,"bitter, grassy, very mild, bland, sour, cheesy, sweat, rancid, cheese"
Bakery,Focaccia,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=924,"bitter, grassy, very mild, bland, sour, cheesy, sweat, rancid, cheese"
Bakery,French Toast,https://cosylab.iiitd.edu.in/flavordb/entity_details?id=928,"bitter, grassy, very mild, bland, sour, cheesy, sweat, rancid, cheese"
