English Name,Korean Name,Link,Ingredients with Quantity,Ingredients without Quantity,Making Steps
Shrimp and Asian chive dumplings,»õ¿ì ºÎÃß ¸¸µÎ,https://www.maangchi.com/recipe/saeu-buchu-mandu,"1 package (25 pieces) ofdumpling wrappers(store-bought ormade at home), thawed out in the fridge, 8 ounces shelled, deveined, and cleaned shrimp, chopped, 4 ouncesAsian chives(or green onions), chopped, 4 ounces of soft tofu, squeezed out excess water, ¨ö teaspoonkosher salt, ¨ö teaspoon ground black pepper, 2 teaspoonstoasted sesame oil, 1 tablespoonpotato starch","Asian chives, ground black pepper, hot pepper flakes, kosher salt, mandu skins, potato starch, shrimp, soft tofu, soy sauce, toasted sesame oil, toasted sesame seeds, vinegar,","Mix the dipping sauce ingredients soy sauce, vinegar, hot pepper flakes, and sesame seeds in a small bowl. Set aside. Combine shrimp, Asian chives, tofu, kosher salt, ground black pepper, toasted sesame oil, and potato starch in a bowl and mix well with a spoon. Put a wrapper on your palm and put some water on the edge of the wrapper. Add 1 to 2 tablespoons of filling to the center of the wrapper and fold it along the edge to seal. Fold ripples into the edge to hold it together and make a nice looking pouch. Repeat until youve made mandu from all your fillings. Boil water in a steamer. Line the steamer rack or basket with a parchment paper. Place some mandu in the steamer basket and steam for 15 to 20 minutes. Remove from the heat. If you use a bamboo steamer, you can put it directly on the table. Otherwise, it will be easier to plate the mandu before serving. Serve with the dipping sauce"
Grilled salted & dried yellow corvina,±¼ºñ±¸ÀÌ,https://www.maangchi.com/recipe/gulbi-gui,"4 salted &gulbi (dried yellow corvina)(9 to 10 inches long), ¨ù cup cooking oil (grape seed oil, vegetable oil, or corn oil)","cooking oil, dried and salted yellow corvina,","Thaw out the gulbi over a few hours on the kitchen counter or in the fridge overnight. Use kitchen shears to remove all the fins, then clean gulbi with a moist paper towel or cloth. Heat up a non-stick skillet or frying pan over medium high heat. Add the cooking oil and swirl to coat evenly. Place the gulbi side by side and cover. Cook for 4 minutes until the bottom of each gulbi turn golden brown. Turn them over and cover. Let them cook for another 4 minutes. Turn them over and cook for a couple of minutes with the lid open. Turn them once more and cook for a couple minutes, until all sides are crunchy and golden brown. Total cooking time for a 9 inch gulbi will be around 12 minutes 4 minutes  4 minutes  2 minutes  2 minutes over medium high heat. Transfer the gulbi-gui to a serving plate. Serve right away with rice and more side dishes."
Pan-fried meat and tofu patties,¿ÏÀÚÀü,https://www.maangchi.com/recipe/wanja-jeon,"¨ö pound ground beef (or pork or mixture of pork and beef), 4 ounces oftofu, squeezed out excess water, 3 tablespoons chopped onion, 1 garlic clove, minced, 1 green onion, chopped, 1 to 2 tablespoons chopped carrot, kosher salt, ¨ö teaspoonsoy sauce, ¨ù teaspoon ground black pepper, 1 to 2 teaspoonstoasted sesame oil, 2 eggs and 1 egg yolk, 2 to 3 tablespoons all purpose flour, 3 tablespoons grapeseed oil (or vegetable oil), dill for garnish (optional)","carrot, dill, egg yolk, eggs, flour, garlic, grape seed oil, green onion, ground beef, ground black pepper, kosher salt, onion, soy sauce, toasted sesame oil, tofu, vegetable oil,","Combine ground beef, tofu, onion, garlic, green onion, carrot, 1 teaspoon kosher salt, soy sauce, ground black pepper, sesame oil and 1 egg in a bowl. Mix well by hand until the mixture gets a little sticky. Divide the mixture into 16 equal pieces. Roll each piece into a ball between your palms, then flatten into 2 inch disk and ¨ù inch thick, Put the flour into a shallow bowl. Coat each patty with flour. Transfer to a platter. Repeat it with the rest of patties. Beat 1 egg, 1 egg yolk, and a pinch of salt in a bowl. Heat a large nonstick pan over medium heat. Add some oil and tilt the pan to spread it around. Working in batches, dip each patty in the beaten egg and place in the pan, one by one. Cook for about 1 minute until the bottom part turns light golden brown. Flip it over and cook for a few more minutes until the bottom part turns a little crunchy and light golden brown. Add more oil to the pan as needed. Turn and cook for another 30 seconds and transfer to a serving platter. Serve the patties hot or at room temperature."
Fermented soybean paste stew,µÈÀåÂî°³,https://www.maangchi.com/recipe/doenjang-jjigae,"1 medium potato, peeled and cut into ¨ö-inch cubes (about 1 cup), 1 medium onion, cut into ¨ö-inch pieces (about 1 cup), 1 small zucchini, cut into ¨ö-inch pieces (about 1 cup), 1 greenKorean chili pepper (cheong-gochu), stemmed and chopped, 4 garlic cloves, minced, 4 large shrimp, shelled, deveined, washed, and coarsely chopped (about ¨÷ cup), 2¨ö cups water, 7dried anchovies, guts removed, 5 tablespoonsfermented soybean paste (doenjang), 6 ounces medium-firmtofu, cut into ¨ö-inch cubes (about 1 cup), 2 green onions, chopped","doenjang, dried anchovies, garlic, green chili pepper, green onion, onion, potatoes, shrimp, tofu, water, zucchini,","Combine the potato, onion, zucchini, chili pepper, garlic, and shrimp in a 1¨ö-quart 6 cups earthenware pot or other heavy pot. Wrap the dried anchovies in cheesecloth or adashi bag, a pouch for stock-making sold at a Korean grocery store, and put them into the pot with other ingredients  Add water and cover. Cook over medium-high heat for 15 minutes until it starts boiling. If you use a stainless steel pot, it will take less than 15 minutes, about 7 to 8 minutes. Stir in the soybean paste, mixing well. Cover and cook for 20 minutes longer over medium heat. Add the tofu and cook for another 3 minutes. Remove the anchovy pouch and discard. Sprinkle with the green onions and serve as a side dish to rice. Serve it directly from the pot, or transfer to a serving bowl. Everybody can eat together out of the pot, or portions can be ladled out in individual bowls for each person."
Soup soy sauce,±¹°£Àå,https://www.maangchi.com/recipe/guk-ganjang,,"unfiltered soy sauce,","Soy sauce fromfermented soybean paste doenjang, Sterilize your jars. Fill two 4-quart glass jars or one 8-quart jar or use any number of jars as long as the total will hold 8 quarts with boiling water and let sit for 10 minutes. Pour the water out and let containers air-dry. Place a folded piece of cheesecloth in a strainer set over a large bowl. Strain the soy sauce, leaving any solids behind. Transfer the clear soy sauce to a large heavy pot, cover, and heat over medium-high heat until it begins to boil, 20 -30 minutes. Turn the heat down to medium and boil for 15 to 20 minutes to sterilize the sauce without boiling too much of it away.This step will create a very strong, persistent smell.Be careful carrying it out in closed areas, or around people who are sensitive to strong aromas. Remove the lid and cool the sauce thoroughly. Transfer the sauce to the sterilized glass jars. The soup soy sauce will keep indefinitely at room temperature. "
Fermented soybean paste,µÈÀå,https://www.maangchi.com/recipe/doenjang,"Anelectric mator blanket, orondol-style heating in your house, Cotton flour sacking or cheesecloth, Cotton butcher¡¯s twine, A large shallow bamboo basket about 17 inches in diameter, or a large baking pan lined with waxed paper, Dried rice straw or hay that¡¯s been well washed and dried (optional), A cardboard box (an 18-x-10-x-7-inch box will hold 3 bean blocks), A 4- to 5-gallonKorean earthenware crock(hangari) with a lid, A 5-quartKorean earthenware crock(hangari) with a lid, 3-5 driedjujubes(daechu), 3-5 large dried hot chili red peppers (any variety; about 4 inches long), 3 (4-x-1¨ö-x-1-inch) pieceshardwood charcoal","dried red chili pepper, dried soybeans, honey, jujubes, kosher salt, water, wood charcoal,","Drain the beans and put them in a large heavy pot. Add water that is three times as deep as the beans, cover, and cook over medium-high heat for 1 hour. Turn the heat down to medium and continue cooking until the beans are soft enough mash easily, 4¨ö to 5 hours, checking to make sure the beans remain covered with water, and replenishing as necessary. Drain the beans in a colander. Mash the drained beans to a paste in batches with a large mortar and pestle or in a food processor. Dont finely grind them, leave some beans half-crushed. Divide the mashed beans into 3 portions. Knead each portion with both hands and shape into a firm rectangular block measuring 6 x 3 x 4 inches. Traditionally Koreans dry meju on the heatedondolfloors of their homes, and if you live in Korea or have that kind of heating in your house, you can do that too. But in my NYC apartment I simulate ondol by putting an electric blanket on the floor. Line the blanket with a clean cotton cloth or waxed paper and set the blocks on top, or put them in an open basket. Set the heat to low. Dry the blocks, rotating them occasionally, until they are solid enough to hang, 3 to 4 days. Tie each block up in cotton twine and hang them. You can hang them outside but be sure to keep them covered and out of the rain, and if its too hot out they may rot. Inside, you can hang them from the ceiling with hooks. Wherever they hang, the spot should be cool and well-ventilated and all sides of the blocks should be exposed to air and not touching each other. Let the blocks hang for 6 weeks, until they are well dried out and smell a little pungent when you get your nose close to them. Now its time to ferment the bean blocks. Place a layer of dried rice straw or hay in the bottom of a cardboard box thats just big enough to hold the blocks with a little space between them the straw will insulate the blocks and attract good bacteria like Bacillus subtilis in the air. Dont worry if you cant find straw or hay the blocks will still attract good bacteria. Cover the box and put it on the electric blanket. Set the heat to low and let the bean blocks ferment for 2 weeks. At this point, the well-fermented bean blocks will smell a little earthy and pungent and will be covered with white, brownish-yellow, or sometimes greenish fungi. These fungi change the bean proteins to peptides and amino acids, which will give the bean paste its delicious nutty flavor. Tie the fermented bean blocks up in cotton twine and hang from the ceiling, as before, for 1 month. Wash the blocks in cold water and to remove the fungi. Place the blocks in a shallow basket or on a baking sheet lined with waxed paper and let them dry in the sunlight for 1 day, turning them until every side of each block is dried. Combine the 3¨ö gallons water 56 cups and 5 quarts of the kosher salt 20 cups in a large bowl. Stir with a wooden spoon until the salt is thoroughly dissolved. Set out a 4- to 5-gallon earthenware crock. Put 2 pieces of the charcoal on a gas burner turn on the flame, and heat until they are glowing red. If you dont have a gas burner, use the broiler Put the charcoal pieces under the broiler and turn it on remove the charcoal when it is red. Use tongs to transfer the charcoal to the earthenware crock. Drizzle the honey over the burning charcoal. Cover the crock and wait for 5 minutes. Remove the lid. You will see lots of smoke and smell a good caramel aroma. This process sterilizes the inside of the crock and will give the sauce good flavor. Remove the charcoal and wipe the inside of the crock with paper towels. Add the bean blocks and salted water to the crock. Add the remaining piece of charcoal, the jujubes, and dried hot peppers they will float on the surface of the water. The charcoal will attract and absorb any dust. The jujubes add sweetness and the dried red peppers help prevent the blocks from going bad. Evenly sprinkle ¨ù cup salt over the tops of the meju blocks exposed to the air. Cover the crock with flour sacking or cheesecloth and put on the lid. Let the blocks soak in the salty water until well fermented, 2 to 3 months. On clear days remove the lid and let the crock sit in the sunlight. Close it at night and be sure to keep the crock covered with the cloth so bugs and dust cant get in. As time passes, the salty water will turn brown and smell like deeply fermented soy sauce. Discard the charcoal, jujubes, and peppers. Transfer the soaked bean blocks to a large bowl. The blocks may have broken up during the soak, so use a bowl to scoop the soy sauce out of the crock and into a strainer set over another large bowl. Add any pieces of bean block to the bean block bowl. Save the soy sauce for makingKorean soup soy sauce gukganjanglater. Mix the doenjang with both hands, breaking it up into a paste, and transfer it to a 5-quart earthenware crock. Pack it down and sprinkle with the remaining ¨ù cup kosher salt. Cover with the cotton cloth, secure it with a rubber band, and put on the lid. Put the doenjang crock in a sunny spot for its final fermentation. About twice a week on sunny days, remove the lid and let the sunlight shine into the crock through the cotton cloth. When its well fermented, the doenjang will smell sweet and taste salty and earthy, with a deep flavor. This will take 5 to 6 months. If it ever looks a little too dry on top, pour some of the separated soy sauce on top to make it moist again. You dont need to stir it in. Store the doenjang in the crock outside the house or at room temperature. Whenever you take some out, press the rest down with a spoon to keep out the air. Once in a while, take the lid off, cover with a cotton cloth, and let the sun hit it again."
Red bean porridge,µ¿ÁöÆÏÁ×,https://www.maangchi.com/recipe/dongji-patjuk,"1 cup driedazuki beans, 2¨ö cups plus 1 tablespoonglutinous rice flour, 1 cup boiling water, kosher salt, sugar, water","azuki beans, glutinous rice flour, kosher salt, sugar, water,","Add the beans and 8 cups of water to the cooker. Set your pressure cooker to the porridge making function. It should take about 1¨ö hours to cook. Wash the red beans and strain. Put them in a large pot with 10 cups of water. Boil over medium high heat for 30 minutes. Turn down the heat to low and cook for another 1¨ö hours until the beans are very tender and mashable. If the beans are still hard, add more water and cook longer. Let cool for 20-30 minutes, Set a coarse strainer over a large bowl. Pour the cooked beans and the water into the strainer. Mash the beans with a wooden spoon so that the beans go through the strainer and the skins stay in the strainer. Squeeze the bean skins with your hands and discard. Put the bean mixture into the pot. If there are less than 8 cups worth, add water to make it up to 8 cups. Put 2 cups of glutinous rice flour, ¨ö teaspoon kosher salt, and 1 tablespoon of sugar in a mixing bowl. Add the boiling water and mix it well with a wooden spoon. When it cools enough to touch, knead the dough with your hand for 1 minute and put it  in a plastic bag. Let it sit for 20 minutes. Knead the dough again for a couple of minutes until smooth. If its too sticky, add 1 to 2 more tablespoons of glutinous rice flour. Take some of the dough in your palms and roll it into a ¨ö inch ball. Repeat to make rice cake balls out of all the dough, about 55-60 balls. Sprinkle some glutinous rice flour over them as you go so they dont stick to each other. Stir the bean mixture and bring it to a boil over medium high heat. Add the rice cake balls and stir them in well. Cover and let it cook for 8 to 10 minutes until all the rice cake balls float to the surface. Mix ¨ö cup glutinous rice flour and 1 cup of water in a mixing bowl and pour it into the boiling porridge, stirring with a wooden spoon. The porridge will thicken a bit. Add 2 teaspoons salt and stir well. Serve hot right away. Prepare some sugar in a small bowl so your guests can add a bit of sugar to taste as they like. Kimchi also makes an excellent side dish. Keep the leftovers in the fridge up to 3 days."
Yuja tea,À¯ÀÚÂ÷,https://www.maangchi.com/recipe/yujacha,Equal parts slicedyujaand sugar.,"sugar, yuja,","Slice the yuja thinly. Remove as many seeds as you can find. Add to a bowl. Add sugar. Mix. Add a couple tablespoons of yujacha in a cup or glass. Stir with boiling hot water. Serve right away, with a small spoon. You can drink the tea and eat the rinds and pulp with the spoon. It will keep in the fridge for a couple months."
Twisted doughnuts,²Ê¹è±â,https://www.maangchi.com/recipe/kkwabaegi,"3 cups all purpose flour for doughnuts, plus 2 tablespoons for dusting, 2 tablespoons butter, 1 packet ofdry yeast(about 2¨ù teaspoons: 7 grams), 5 tablespoons white sugar, 1 cup milk, 1 egg, ¨ö teaspoonkosher salt, corn oil for frying, ¨ö teaspoon cinnamon powder","butter, cinnamon powder, corn oil, dry yeast, flour, kosher salt, milk, white sugar,","Add 3 tablespoons sugar and the cinnamon powder to a brown paper bag. Shake to mix well. Set aside. Fully melt the butter in a small saucepan over medium heat. Remove from the heat and add milk, the rest of 2 tablespoons sugar, and salt. Mix well until everything is well dissolved. Crack an egg into the saucepan and mix well. Add the yeast and stir. Let it sit for 5 minutes. Transfer to a large bowl. Add 3 cups flour and mix well with a wooden spoon. When everything is well mixed, use your hand to knead the dough for a few minutes, and shape it into a big lump. Cover with plastic wrap. Let the dough rise until it doubles in size, usually about 1 hour to 1¨ö hours. Deflate the gas with your hand and knead the dough for a few minutes until its soft and smooth. Cover with plastic wrap again and let it sit for 30 minutes to 1 hour until it doubles in size again. Uncover the dough and knead it for a few minutes. Put 2 tablespoons of flour on the corner of your cutting board to use for dusting. Divide the dough into 16 equal pieces. Take a piece of dough and roll it out on your cutting board so it forms a rope 10 inches long and ¨ö inch in diameter. If its sticky, sprinkle some flour on the area youre working in. When you roll out the dough, move one hand upward and the other downward so that the rope is twisted in between your hands as you roll it. Take the dough off the board, hold it aloft, and bring the ends together. The tension in the dough will twist it as it hangs. You can add as much tension as you like, but I think the best looking kkwabaegi has 3 to 4 twists in it. Place the twisted dough on a floured cutting board or tray. Repeat with the rest of the pieces of dough. Let the doughnuts expand for about 30 minutes. 15 minutes in, gently flip each doughnut over with your hands so the bottoms dont get flat and all sides expand nice and round. Heat up 4 inches of oil in a deep skillet over medium high heat, until the temperature reaches 350 F. Lower the heat to medium heat, then gently set each doughnut into the hot oil by hand. Be careful not to get your hands too close to the oil. Add as many pieces to the oil as your skillet will allow, enough so the doughnuts can sit in the oil without pushing against each other. Cook for about 5 minutes, occasionally gently flipping them over with tongs, until they get crunchy outside and are evenly golden brown. Strain the cooked doughnuts. Put them in the brown paper bag with the sugar cinnamon mixture. Shake a few times until they are evenly coated. This is best done when the doughnuts are still warm. Repeat this with all the doughnuts until they are all cooked and coated. Serve hot. You can freeze any leftovers for up to a month. To rejuvenate them, take them out of the freezer and thaw at room temperature for 5 or 10 minutes before serving."
Mung bean sprout side dish,¼÷ÁÖ³ª¹°¹«Ä§,https://www.maangchi.com/recipe/sukjunamul-muchim,"1 poundmung bean sprouts(orgrow your own mung bean sprouts), 2 cloves garlic, minced, 2 teaspoonfish sauce, ¨ö teaspoonkosher salt, 2 green onions, chopped, 1 tablespoontoasted sesame oil, 1 teaspoontoasted sesame seeds","fish sauce, garlic, green onion, kosher salt, mung bean sprouts, sesame seeds, toasted sesame oil,","Bring a large pot of water to a boil. Blanch the sprouts for 1 minute, stirring with a wooden spoon. Strain them and rinse in cold water in a large bowl for a couple of times. As you rinse them, shake them under the water so the skins fall into the bowl. Put the cleaned sprouts in a basket and strain well. Combine garlic, green onion, fish sauce, kosher salt, toasted sesame oil, and sesame seeds in a bowl. Add the sprouts and mix by hand to season evenly. Transfer them to a serving bowl or plate. Serve warm or cold as a side dish. You can refrigerate them for up to 3 days."
Mung bean sprouts,¼÷ÁÖ³ª¹°,https://www.maangchi.com/recipe/sukju-namul,"1¨ö cupdried mung beans, Plastic planter, 11 inches in diameter, 8¨ö inch tall. You can get this at a hardware store oron Amazon, mesh net pouch (I get one when I buy onions), black cloth, large bowl or basin, a small bowl","dried mung beans,","Pick out any broken or blemished beans. Wash and drain and soak the beans in cold water for 24 hours. The next day, place the mesh net on the bottom of the planter and add a paper towel over it. Drain the beans and put them into the planter on the paper towel. Wet the beans with cold running water one last time. Put the small bowl upside down in the large basin. Put the planter on top of the small bowl, so the water will drain out nicely into the basin, and the planter wont sit in the water. Cover it with the black cloth. Water the beans as often as you can, at least every 3 hours. Its ok not to water them all night, but if you happen to wake up you can water them. Otherwise, be sure to water them first thing in the morning. On the 3rd day, the beans will start sprouting. On the 5th day, the sprouts will grow 2 to 3 inches long. The 6th day should be harvest day. Youll get 5 pounds of bean sprouts. Put them into plastic bags and keep them in the fridge. You can store the sprouts for up to 7 days, longer than that and they may brown and wither."
Squash rice cake,È£¹Ú¶±,https://www.maangchi.com/recipe/hobaktteok,"¨ö cup cookedbutternut squash, ¨ù cup honey, 2 tablespoon freshly squeezed lemon, 2 cups rice flour (frozen rice floursold at a Korean grocery store ormake your own), lemon zest from 1 lemon, 1 tablespoon water, ¨ù teaspoonkosher salt, 2 tablespoons sugar","butternut squash, frozen rice flour, honey, kosher salt, lemon, lemon zest, sugar, water,","Run the zester across the lemon in long threads. Set aside. Wash 1 small butternut squash and cut it in half lengthwise. Remove the seeds and stringy stuff. Cut the halves crosswise and put them in a heavy pot. Add 1 cup of water to the bottom of the pot. Cover and cook for 30 to 35 minutes over medium low heat, until the squash turns soft and tender. Remove from the heat and let cool. Scoop out the flesh with a spoon and transfer it to a bowl, discarding the skins. Mash the squash with a wooden spoon. Put ¨ö cup of the squash into a small pot. The remainder can be frozen for up to 1 month in a plastic bag, for later use. Add the honey and 1 tablespoon lemon juice. Heat up the pot and boil for about 5 minutes over medium high heat, stirring with a wooden spoon until the consistency turns into something a little thicker than apple sauce. Remove from the heat and set aside. Put the rice flour into a coarse sieve over a large bowl. Sift through the sieve and stir with a wooden spoon so that rice flour goes through and gets well aired. Remove any hard solids left over in the sieve. Sift and stir the rice flour a second time. Add 1 tablespoon lemon juice, kosher salt, and sugar. Mix it all up between your palms, gently pressing out any wet lumps, until the rice flour is uniformly wet. Sift the rice flour again. Bring 6 cups of water in a steamer and boil. Put 1 to 2 teaspoons squash filling into the bottom of each ramekin. Use a spoon to fill each ramekin ¨ø full with rice flour, then add another dollop of squash filling. Top it up with some more rice flour, and garnish with the lemon zest. When the water in the steamer starts to boil, put the ramekins into the steamer. Cover and steam for 30 minutes over medium high heat. Serve right away. The rice cake will be fluffy for about 5 to 7 hours at room temperature. If you want to save some to serve later, let the rice cake cool for 30 minutes and then wrap it in plastic wrap and freeze. When you want serve it later, first thaw it out at room temperature. The rice cake will still be fluffy, but you could also microwave or steam again to refresh it."
Korean-style curry rice,Ä«·¹¶óÀÌ½º,https://www.maangchi.com/recipe/curry-rice,"2 tablespoons unsalted butter, ¨ö pound pork loin (or beef or chicken), 2 medium potatoes (about 10- 12 ounces), peeled and cut into ¨ú inch cubes, 1 large onion (about 8 ounces), cut into ¨ú inch cubes, 1 medium carrot (about 3 ounces), peeled and cut into ¨ù inch cubes, 3 cups water, 1 (100 grams) packageKorean curry powder, White fluffy rice","butter, carrot, Korean curry powder, onion, pork loin, potato, water,","In a bowl, mix the curry powder with ¨ö cup water. Set aside. Heat the butter in a large heavy pot over medium high heat. When it starts to melt add the pork and stir for a few minutes until the pork is no longer pink. Add the potatoes and stir for a few more minutes until the potatoes turn semi-translucent. Add the carrot and onion and stir for a few minutes. Add 2¨ö cups water, stir a few times, cover, and turn down the heat to medium. Cook for 10 to 12 minutes until the potatoes are tender. Add the curry and water mixture to the pot. Stir well for a few minutes until the sauce is creamy. Remove from the heat. Ladle the curry sauce on top of fresh rice and serve immediately with kimchi."
Beef pancakes,¼è°í±âÀü,https://www.maangchi.com/recipe/soegogi-jeon,"1 pound fat trimmed sirloin steak, 1 teaspoon plus 1 pinch ofkosher salt, ¨ö teaspoon ground black pepper, 2 teaspoonstoasted sesame oil, 2 garlic cloves, minced, ¨÷ cup flour (orrice flour), ¨ù cup cooking oil (grape seed oil, corn, or vegetable oil), 3 eggs","corn oil, eggs, flour, garlic, grape seed oil, ground black pepper, kosher salt, rice flour, sirloin steak, skirt steak, toasted sesame oil, vegetable oil,","Slice the beef thinly into bite size pieces ¨ù inch thick. Lay them on a large cutting board or a tray, spaced so they dont touch one another. Sprinkle 1 teaspoon kosher salt evenly over the slices. Add the minced garlic using your fingers, spreading evenly on each slice. Add the ground black pepper evenly on each slice. Drizzle the sesame oil over the beef and spread it evenly on each slice with your hand. Place the flour in a bowl next to the cutting board. Pick up one slice of beef, coat it on both sides, and then put it back onto the cutting board. Repeat with the rest of the beef until all are coated. Crack the eggs in a bowl. Beat them with a pinch of salt until theyre well mixed. Heat up a non-stick pan over medium heat. Add some cooking oil and swirl it around in the pan to coat it evenly. Dip a beef slice in the egg mixture and put it in the pan to cook it. Repeat with more pieces until your pan is full, but not crowded to the point that pancakes touch each other. Cook for 1 to 2 minutes until the bottom is slightly light golden brown. Flip it over. Let it cook another 1 to 2 minutes. Remove the cooked pancakes and keep them in a basket or on a large plate while you cook the rest. Be sure to wipe down the pan with a clean paper towel between batches so the pancakes dont get brown as you cook them. Serve it as a side dish for rice, noodles, or liquor. You can refrigerate leftovers up to 3 days or freeze up to 1 month. If you freeze them, its best wrap several as a portion in plastic wrap and then double bag that before freezing. To serve again, thaw out a portion and pan-fry in a little bit of cooking oil to reheat  revive."
Pan-fried rice cakes with sweet red bean filling,ºÎ²Ù¹Ì,https://www.maangchi.com/recipe/bukkumi,"¨ö cup dried skinnedmung beans, rinsed and soaked for 2 hours, a pinch ofkosher salt, 2-3 tablespoons sugar or honey","canned sweet red beans, glutinous rice flour, honey, jujubes, kosher salt, mung beans, pumpkin seeds, sugar, sweet rice flour, toasted sesame oil, vegetable oil,","Strain the beans and put them into a heavy pot. Add ¨÷ cup water and a pinch of salt. Cover and cook for 10 minutes over medium heat. Keep an eye on them to see if a lot of bubbles form. If so, open the lid and stir the beans with a wooden spoon. Cover and keep cooking. Turn down the the heat to very low and simmer for another 5 minutes. Remove from the heat and mash the beans with a wooden spoon until they form a smooth, soft, shapeable dough. Add the honey and mix well. You can make 8 to 10 bukkumi with this amount of mung bean paste. Take 2 to 3 tablespoons of the paste and and roll it between the palms of your hands to shape it into a little football. Roll all the paste into footballs and set aside. Combine the rice flour, kosher salt, and hot water in a mixing bowl. Mix with a wooden spoon until it cools down, and knead the dough with your hand for 1 minute until it turns into a lump. Wrap it in plastic wrap and let it sit. 5 to 10 minutes later, knead it again on the cutting board until it turns smooth, for about 2 minutes. Use some extra rice flour to dust the cutting board so the dough doesnt stick to it. Divide the dough into 4 equal pieces. Roll each piece between your hands, into a ball. Put each ball onto the cutting board one by one and roll them out to about 5¨ö inch disks. Heat up a non-stick pan over medium heat. Add about 1 tablespoon cooking oil and 12 teaspoon of toasted sesame oil. Swirl the pan to mix the oil evenly. Put one of the dough disks on the pan and cook for 30 to 40 seconds until the edges start cooking and it looks a little translucent. Flip it over and add one of the mung bean paste balls to the center of it. If youre using canned sweet red bean paste, scoop about 2 to 3 tablespoons worth into the center. Fold the disk over with your spatula to make a half moon. Press the edge slightly and let it cook for 1 minute. Turn it over and cook until both sides are a little crunchy, but not browned. Repeat with the rest of the disks and bean paste."
Multigrain rice,Àâ°î¹ä,https://www.maangchi.com/recipe/multigrain-rice,"1 cupshort grain rice, ¨ö cupbrown sweet rice, ¨ö cupbarley, 2 tablespoonsblack sweet rice, ¨ù cup frozen or fresh green peas (optional)","barley, black sweet rice, brown sweet rice, short grain rice,","Combine short grain rice, brown sweet rice, barley, and black sweet rice in a heavy pot. Add some cold water and stir it around. Tilt the pot and pour out the water, then scrub and rub the grains by hand to remove excess starch. Fill the pot with water again, stir, scrub, and pour out the water again. Repeat couple of times until the water runs pretty clear. Do a final drain of the water, leaving the grains generously wet. Add 2¨ö cups water and green peas if using. Cover and let it soak for 2 to 2¨ö hours. Cook over medium high heat for 7 to 10 minutes until the surface bubbles vigorously. Stir the rice with a rice scoop, scraping the bottom and turning over. Cover and lower the heat to low and simmer for 10 to 12 minutes until all the grains turn fluffy and well cooked. Taste a sample to check the texture. The grains of rice should be soft and fluffy with nothing hard inside at all, but be careful not to cook them too much and make them mushy. Fluff the japgokbap with your rice scoop and serve hot. Keep any leftovers in a container in the fridge. The rice should be finished in three days and you can revive it by reheating it in the microwave or steaming in a steamer basket over a pot of simmering water."
Korean rice liquor,¸·°É¸®,https://www.maangchi.com/recipe/makgeolli,"5 cupsshort grain rice, washed and soaked in cold water for at least 2 hours1¨ö cupsnuruk (starter culture)1 package ofdry yeast5 quarts of water (20 cups)¨ù cup sugar (optional), 5 cupsshort grain rice, washed and soaked in cold water for at least 2 hours, 1¨ö cupsnuruk (starter culture), 1 package ofdry yeast, 5 quarts of water (20 cups), ¨ù cup sugar (optional)","dry yeast, nuruk, rice, sugar,","Drain the rice and put it into a heavy pot. Add 4 cups of water. Cover and cook over medium high heat for 15 minutes. Stir and turn the rice over with a wooden spoon. Cover and simmer it for another 15 minutes over low heat. Remove from the heat. Transfer the rice to a basket of your electric dehydrator. Spread the rice evenly, and fill as many baskets as you need. Cover, set the temperature to 160 F, and dry for 3 hours, until the outside of each grain is hard, but the inside is still moist. If you dont have an electric dehydrator, you can dry your rice for several hours in a shallow basket set in breezy, sunny place. Put the rice into the earthenware crock. Add nuruk, yeast, and 8 cups of water and mix well with a wooden spoon. Place a cotton cloth under the lid when you close it, to let some air circulate in and out. Let sit for several hours, then uncover and mix well with a wooden spoon. At this point, the rice will have absorbed a lot of the water to create a thick paste. Cover and let sit overnight. Open the crock and youll see a lot of bubbles popping to the surface, and the mixture will be a lot thinner than yesterday. Stir it well with a wooden spoon and cover again. Stir it a few times a day for the next few days. On day 4 or 5, it will be bubbling a lot less and will have separated to a clear liquid on top and a milky mixture on the bottom. Mix well, and keep mixing a few times a day for a few more days. On day 8 or 9, there will hardly be any bubbles at all. The liquid on the top will be clearer and more amber. Its now perfectly fermented and ready to drink. Strain the makgeolli into a large bowl, pressing on the solids with the back of a wooden spoon to squeeze as much liquid as possible out of it. Discard the solids. Add 8 cups of water to dilute. Add the optional sugar and mix well. Strain the makgeolli one more time and put it into glass jars or BPA free plastic beer bottles. Serve cold, and stir or mix well before drinking. Serve with kimchi or some side dishes. It can keep in the fridge up to 2 to 3 weeks."
