English Name,Korean Name,Link,Ingredients with Quantity,Ingredients without Quantity,Making Steps
Saut?ed zucchini and shrimp,��ȣ�ڻ��캺��,https://www.maangchi.com/recipe/aehobak-saeu-bokkeum,"1 pound zucchini, cut into �� inch thick bite size pieces, �� teaspoonkosher salt, 1 tablespoon vegetable oil, 2 garlic cloves, minced, 3 ounces sliced onion (about �� cup), 8 ounces large heads-off shrimp (or frozen and thawed), shelled, deveined, washed, 1 tablespoonsalted fermented shrimp(orfish sauce), minced, 1red chili pepper, stemmed and sliced diagonally, 2 green onions, chopped, 2 teaspoonstoasted sesame oil, 1 teaspoontoasted sesame seeds","fermented salted shrimp, garlic, green onion, kosher salt, onion, powdered toasted sesame seeds, red chili pepper, shrimp, toasted sesame oil, vegetable oil, zucchini,","Combine the zucchini and salt in a bowl. Mix it well and let it sit for 10 minutes. Drain., Heat a skillet over medium high heat. Add the vegetable oil, garlic, and stir for 20 seconds., Stir in the zucchini and onion for about 10 seconds. Push the zucchini and onion to the edges and empty out the center of the skillet., Reduce the heat to medium. Add the shrimp side by side to the empty spot in the middle of the skillet. Let them cook for 1 minute, until the bottom of the shrimp turns a little pink., Turn them over and stir everything together for a minute., Add shrimp sauce (or fish sauce) and cook 7 to 8 minutes, stirring occasionally until the shrimp is cooked and the zucchini is semi-translucent., Add red chili pepper and green onion and stir another minute., Remove from the heat and stir in sesame oil., Transfer to a bowl or plate and sprinkle toasted sesame seeds over top. Serve right away with rice. You can refrigerate the leftovers for up to 3 days."
L.A. style Korean pickles,L.A. �����,https://www.maangchi.com/recipe/la-jangajji,"3 to 4 stalks of celery (about 5 to 6 ounces), washed, cut lengthwise into halves, and cut crosswise into 1�� inch pieces, 2 small Persian seedless cucumbers (Kirby or �� of English cucumber: about 5 to 6 ounces), washed and cut crosswise into pieces �� inch thick, 6 ouncesKorean radish(ordaikon), sliced into �� inch x 1�� inch x �� inch pieces, 6 to 7 ounces sliced onion (about 1 cup), cut into �� inch x 1�� inch x �� inch pieces, 1 green chili pepper (serano, jalapeno, orKorean green chili pepper), sliced into �� inch pieces (optional), 1red chili pepper, sliced into �� inch thick pieces (optional)","celery, cucumber, daikon radish, english cucumber, green chili pepper, Kirby cucumbers, Korean radish, onion, red chili pepper,","Combine celery, cucumber, radish, onion, green chili pepper, and red chili pepper in a large bowl. Mix together with both hands., Add the mixed vegetables to a glass jar or an airtight container. Set aside., Combine soy sauce, vinegar, sugar, and water in a pan and stir well. Cover and bring it to a boil over medium high heat. If it boils over, crack the lid open a bit., Uncover and boil for 2 minutes., Pour the hot brine into the jar, directly onto the vegetables. Let it sit until it cools down thoroughly., Close the lid and refrigerate."
Beet jelly candy,��Ʈ����,https://www.maangchi.com/recipe/beet-jeonggwa,"8 ounces peeled and grated beet, 8 ounces sugar (1 cup plus 2 tablespoons), 1 lemon, squeezed (about 2 tablespoons), a pinch ofkosher salt, �� cup toasted sesame seeds","beet, kosher salt, lemon, sugar, toasted sesame seeds,","Combine beet, sugar, lemon juice, and salt in a heavy sauce pan. Mix well with a wooden spoon. Cover and cook for 40 minutes over low heat, stirring a few times., Open the pan and keep stirring for about 20 minutes until the mixture sticks together in one lump. Check the consistency by lifting a scoop of the candy mixture into the air and letting it drop back into the pan. It should drop as 1 or 2 lumps, not drip or flow., Meanwhile place 12 inch x 13 inch parchment paper on a large cutting board. Put 2 tablespoons sesame seeds in the center and spread them out to a 6-inch square., When the candy mixture is ready, put it into the sesame seeds and spread it out into a 5 inch square., Sprinkle 1 tablespoon of sesame seeds over top of the hot candy. Let it cool for 20 to 30 minutes until the candy is hard enough to cut but soft enough to roll., Roll it up with both hands. If it��s too sticky, add more sesame seeds., Shape the candy with both hands to a 8 inch x 1�� inch rectangular bar. You can use the parchment paper if it��s easier., Cut the bar crosswise into �� inch pieces. You��ll make about 16 to 18 pieces of beet jelly candy., Serve as it is, or wrap each piece in cellophane candy paper to eat later."
Roasted chicken,��߱���,https://www.maangchi.com/recipe/tongdak-gui,"A whole chicken (about 4 pounds), 2 tablespoons olive oil (or vegetable oil), 1 teaspoonkosher salt, �� teaspoon ground black pepper, 6 garlic cloves, minced, 1 teaspoon vegetable oil, 2 tablespoons unsalted butter, melted","butter, cream cheese, cucumber, garlic, ground black pepper, honey, kosher salt, lemon, mayonnaise, olive oil, vegetable oil, whole chicken,","Rinse the chicken inside and out in cold running water. Drain., Pat dry on the cutting board. Cut off any excess fat., Combine olive oil, kosher salt, ground black pepper, and garlic in a small bowl. Mix well and set aside., Preheat your oven to 350��., Spread the vegetable oil on the rack of a roasting pan so that the chicken won��t stick to it when roasted. My roasting pan is a17 inch by 12 inch roaster with rack., Massage the garlic and oil mixture all over the outside and inside of the chicken. Gently pat it in., Tie the legs together with kitchen twine and place the seasoned chicken, breast side up, on the oiled rack in the roasting pan., Put it in the oven and roast for 1 hour., Remove the chicken from the oven. Brush with some of the melted butter., Use some tongs and a spatula to flip it over in the rack and brush the underside with butter, too., Roast for 30 minutes., Take it out of the oven and brush with more butter., Flip it over and brush the underside again, too., Roast for another 30 minutes., Open the oven and brush the top of the chicken with all the leftover butter., Broil 2 to 3 minutes until the chicken is golden brown on top. Be sure to keep an eye on it so as not to burn it., Transfer the chicken to a large platter and serve right away with the cream cheese dipping sauce (the recipe below) andpickled radish. I like to cut the chicken into chunks, then diners take some with their forks (or chopsticks) and put it on their plates themselves. Add a scoop of dipping sauce to your plate, and dip and eat!, Chop the cucumber and put it in a bowl. Add the salt and mix lightly. Let it sit for 5 to 10 minutes until it starts to sweat., Place the softened cream cheese, mayonnaise, and honey in another bowl. Squeeze in the juice from the lemon. Whisk together., Wrap the cucumber in folded cheesecloth a few times. Tightly squeeze out any excess water and put the cucumber into the bowl with the cream cheese mixture., Stir well and cover. Refrigerate until ready to serve with the chicken."
Dried sweet potato snack,������������,https://www.maangchi.com/recipe/goguma-mallaengi,,"sweet potato,","Wash sweet potatoes in cold running water and put them into a steamer basket., Bring 2 inches of water to a boil in a steamer over medium high heat., Add the sweet potatoes to the steamer, and cover and steam for 30 minutes to 1 hour. The cooking time depends on the size of the sweet potatoes, so after 30 minutes, open the lid and poke the most plump sweet potato with a wooden skewer or a stainless steel chopstick. If it goes through smooth, it��s well cooked. If not, cook longer., Remove from the heat and let cool for 5 to 10 minutes., Transfer them to large cutting board. Remove the skin and slice them into �� inch (about 1 cm) thick. Put all the slices into a dehydrator., Set the temperature to 145��F and turn on the dehydrator. About 6 hours later, turn off and turn the sweet potato slices over by hand., Turn on the dehydrator and dry for another 6 hours., Put the dried sweet potato slices into a plastic bag and serve as a snack. They will be good for up to 1 week at room temperature or 1 month in the freezer."
Fluffy steamed buns filled with sweet red beans,��,https://www.maangchi.com/recipe/jjinppang,"1 cup driedred beans (aka azuki beans, orpatin Korean), �� cup dark brown sugar (or white, brown sugar), �� cup rice syrup, �� teaspoonkosher salt, 2 teaspoons vanilla extract","butter, dark brown sugar, dry yeast, flour, kosher salt, milk, red beans, rice syrup, vanilla extract, white sugar,","Wash and soak the red beans overnight, for at least 10 hours. They will expand to about 2�� cups of beans., Drain and put the beans into a heavy pot. Add 4 cups of water. Cook for 1 hour over medium heat until the beans are very tender., Add sugar, rice syrup, kosher salt, and vanilla extract. Roughly mash with a potato masher. Turn up the heat to medium high heat and stir a few minutes until the bean mixture turns thick and juicy. Remove from the heat. Cover and set aside., Heat the butter in a large heavy pot over medium high heat. Stir with a wooden spoon until well melted. Add sugar and stir well. Remove from the heat., To cool it down so the yeast can work, add cold milk and mix it well. Then add the yeast and let it sit for 5 to 10 minutes until the yeast gets foamy., Add the salt and stir it well with a wooden spoon. Add flour and mix well for about a minute., Knead the dough by hand for a few minutes until smooth. Cover and let it sit on the kitchen counter for 1 hour until the dough doubles in size., Deflate the dough and knead it again for a few minutes. Cover and let it sit for 30 minutes., Before shaping the buns, fill your steamer with about 2�� inches of water and bring to a boil. Remove from the heat. Put the steamer basket next to you, so you can add buns to it as you work. Place a cotton cloth (or ��steaming sheet��) in the steamer basket., Deflate and knead the dough until smooth. Use the remaining �� cup flour to dust your cutting board., Divide the dough into about 10 pieces, with each piece being about 3 ounces. Form into smooth balls and put them on the cutting board. Cover the dough balls with plastic wrap to keep them from drying out while you work., Flatten each dough ball into a disk about 3�� inches in diameter. The edges should be thinner than the middle because we��re going to gather them together to form a bun and we don��t want that part to be too thick., Put about 2 ounces of sweet red bean filling into the center of the disk. Lift the edges up around the filling and pinch them together to seal tightly and make a bun., Put it on the cutting board with the sealed side down. Turn it around and shape it with your hands into a small mountain. Put it on the steamer basket lined with steamer liner or perforated parchment paper., Make the rest of the buns, spacing them 1 inch apart on the steamer basket so they have room to expand. Let them rise for 30 minutes., Reheat the water in the steamer and put the steamer baskets with the buns inside. Put a large cotton cloth under the lid so that the water doesn��t drip back down onto the buns. Cover and steam over medium hight heat for 12 minutes., Turn the heat down to low and cook an additional 3 minutes., Remove from the heat and serve right away., Freeze (up to one month) or refrigerate (up to one week) any leftovers. When you want one, steam or reheat it in a microwave."
Braised pig's trotters,����,https://www.maangchi.com/recipe/jokbal,"1 large pig��s trotter (3 to 4 pounds), 10 cups water, 2 tablespoonsdoenjang (Korean fermented soybean paste), �� cupmirim (cooking wine), �� cupsoy sauce, �� cup dark brown sugar (or brown sugar), 1 tablespoonkosher salt, �� cupssalyeot (rice syrup), 1 tablespoon peeledginger, thinly sliced, 1 green onion, sliced, �� teaspoontoasted sesame seeds","apple, brown sugar, cinnamon sticks, dark brown sugar, doenjang, dried red chili pepper, fermented salted shrimp, garlic, ginger, green onion, ground black pepper, ground coffee, hot pepper flakes, jujubes, kosher salt, mirim, onion, peppercorns, pig's trotters, rice syrup, soy sauce, star anise, sugar, toasted sesame seeds,","Wash and rinse the pig��s trotter in cold water a couple of times until the water is clear. Fill a large bowl with cold water and soak the pig��s trotter for 12 hours, changing the water 3 to 4 times., Strain and squeeze the pig trotter with both hands in cold water to remove any leftover blood. Squeeze and change the water a few times until no more blood is seen. Drain., Put the cleaned pig��s trotter on your cutting board. Pat dry with a kitchen towel or paper towel and shave any remaining hair with a razor., Bring a large pot of water to a boil (I used my 6�� quart soup pot). Add the pig��s trotter and 1 tablespoon of thinly sliced ginger. Cover and boil for 20 to 25 minutes over medium high heat, until vigorously boiling. You��ll see some dark brownish foam floating around the trotter and the water will look grayish., Remove from the heat. Strain the trotter and wash it in cold water with a kitchen brush. Wash the pot nicely, too. Put the pot back on the stove and put the pig��s trotter inside., Add the ingredients to the pouch, tie the end tightly and add it to the pot next to the clean trotter., Add 10 cups of water to the pot along with doenjang, mirim, soy sauce, dark brown sugar, kosher salt, and rice syrup., Cover and cook 1 hour over medium high heat., Uncover and turn over the trotter. Press the pouch down a couple of times with a wooden spoon., Reduce the heat to medium, cover, and cook another hour., Open and check to see if the meat is well cooked by poking it with a stainless steel chopstick or a long wooden skewer. If it goes through smoothly and the meat is almost falling off the bones, it��s well cooked. If not, cook longer and add more water as needed., Turn up the heat to high heat and cook another 10 minutes with the lid off,ladling broth from the bottom of the pot over top of the trotter. The broth will evaporate a little and the trotter will get browner and shinier., Take out the trotter and put it on the cutting board. Let it cool for 10 to 20 minutes until you can handle it., Combine saeujeot, water, garlic, sugar, hot pepper flakes, ground black pepper, and green onion in a small bowl. Mix it well until the sugar is dissolved., Transfer to a serving bowl and sprinkle with the sesame seeds. Cover and set aside., Slice the meat off the bones and cut it into bite size pieces. Arrange it on a plate and sprinkle chopped green onion and sesame seeds over top. Serve with shrimp dipping sauce. You can add lettuce, sliced raw garlic,green chili pepper,ssamjang,kimchi, and moreside dishes."
Platter of nine delicacies,������,https://www.maangchi.com/recipe/gujeolpan,"1 tablespoonKorean mustard powder (gyeoja-garu), 1 tablespoon warm water, 1 tablespoon minced garlic, 1 tablespoonkosher salt, 3 tablespoons white vinegar, 2 tablespoons honey, �� teaspoonsoy sauce, 1 teaspoontoasted sesame oil","beef brisket, carrot, eggs, english cucumber, flour, garlic, ground black pepper, honey, kosher salt, mustard powder, pine nuts, rock ear mushrooms, shrimp, soy sauce, toasted sesame oil, vegetable oil, vinegar, water,","Combine Korean mustard powder and 1 tablespoon warm water in a small bowl. Set aside to ferment for 5 to 10 minutes., Add garlic, kosher salt, vinegar, honey, soy sauce, and toasted sesame oil to the mustard mixture and stir well. Cover and refrigerate until ready to use., Drain the mushrooms and massage both sides with salt to remove any sand or dirt. Rinse in cold water until very clean. Stack up a few mushrooms, roll them up and then cut crosswise thinly. Put them into a bowl. If you use shiitake mushrooms, drain and remove the stems, then slice thinly., Mix the mushroom with 1 teaspoon soy sauce, 1 teaspoon sugar, �� teaspoon toasted sesame oil, and a pinch of ground black pepper with a spoon. Cover and set aside., Put the beef in a bowl and mix with 1 clove of minced garlic, 2 teaspoons soy sauce, 2 teaspoons honey (or sugar), 1 teaspoon toasted sesame oil, and a pinch of ground black pepper. Cover and set aside., Separate the eggs, putting the yolks in one bowl and the whites in another one., Add a pinch of salt to the white yolks and beat with a fork. Strain the mixture of the egg whites over a bowl to get even consistency., Heat up a non-stick skillet. Add a few drops of vegetable oil and swirl to coat the bottom of the skillet. Turn off the heat and wipe off the excess oil with a paper towel., Pour the whites into the skillet and tilt the skillet so the whites coat the bottom of the skillet in a thin, even layer. Let sit just until the whites are set, a few minutes., Lift the edge of the whites with a spatula and flip over. Let sit until just set. If it��s still uncooked, turn on the heat to very low and cook., Slide onto a cutting board. Let cool and slice into 2�� inch long matchsticks., Transfer to the platter., Make yellow egg matchsticks with the egg yolks using the same method as the egg whites. Transfer to the platter., Heat a skillet and add 1 teaspoon vegetable oil and the marinated mushrooms. Stir-fry for a few minutes until tender. Transfer to the platter., Heat up the skillet and add the marinated beef and cook, stirring, until most of the moisture has evaporated and the beef is cooked, 3 to 4 minutes. Transfer to the platter., Mix the cucumber with �� teaspoon kosher salt and let stand for 5 minutes, then squeeze gently to remove excess water., Mix the carrot with a pinch of salt and let stand for 5 minutes, then pat dry with a paper towel., Put the shrimp in a bowl and mix with 1 teaspoon toasted sesame oil and a pinch of ground black pepper. Thread each piece of shrimp onto a wooden skewer to prevent it from curling as it��s cooked., Heat the skillet and add �� teaspoon vegetable oil and the cucumber. Stir-fry for 30 seconds. Divide it into 2 portions and transfer to the 2 sections of the platter., Heat the skillet and add �� teaspoon vegetable oil and the carrot, and stir-fry for 1 minute. Transfer to the platter., Wash the skillet and heat it again to medium high heat. Add 2 teaspoons vegetable oil and swirl to coat the bottom of the skillet. Add the shrimp skewers to the skillet and cook until the undersides of the shrimp turn pink, about 1 minute. Turn and cook for another minute. Turn the heat down to low and cook until the shrimp are cooked through but not browned, another minute or so. Transfer to the platter., Cover the platter to prevent the ingredients from drying out., Combine �� cup flour, �� teaspoon kosher salt, �� cup water in a bowl and stir well. Strain the batter into another bowl, pressing down on any lumps with the back of a spoon. Stir again., Heat a large non-stick skillet over medium high heat. Add a few drips of vegetable oil and swirl to coat the skillet. Turn the heat down to low. Wipe off the excess oil with a paper towel., Add about 1 tablespoon of the batter to the skillet and spread it with the back of the spoon into a circle about 2�� inches in diameter. Repeat to fill the skillet, without overcrowding. Let the crepes cook until they are slightly translucent and the edges are a little dry, 1 to 2 minutes. Turn and cook for another minute. Transfer the cooked crepes to a large plate or a cutting board., Repeat with the remaining batter. You will have about 30 crepes., Stack the crepes in the center section of a gujeolpan. As you stack, sprinkle a few chopped pine nuts between each layer so the crepes won��t stick to each other. Put a drop of honey on the center of the top crepe and lay out the 5 whole pine nuts into the shape of a flower., To eat, each guest should place a crepe on an individual plate, add a few of the fillings as they like, drizzle with the sauce, wrap up the crepe, and eat."
Thick soybean paste stew,������,https://www.maangchi.com/recipe/gang-doenjang,"2 teaspoons vegetable oil, 4 ounces of ground beef, 4 ounces of clams (or shrimp), chopped, 4 cloves garlic, minced, 1 large potato, peeled, cut into �� inch cubes (about 1�� cup), 1 large onion, cut into �� inch chunks ((about 1�� cup), zucchini (about �� cup), cut into �� inch cubes, 2green chili peppers, chopped, 1 or 2 green onions, chopped, �� cup Koreanfermented soybean paste (doenjang), 1 cup water, 1 squash blossom (optional), washed and sliced a few times","clams, doenjang, garlic, green chili pepper, green onion, ground beef, onion, potato, shrimp, squash blossom, vegetable oil, water, zucchini,","Heat an earthenware pot or a sauce pan (that can hold at least 6 cups) over medium high heat., Add the vegetable oil, ground beef, clams, and garlic. Stir with a wooden spoon for about 2 minutes until the beef is no longer pink., Add potato, onion, green chili pepper, and zucchini and stir for about 3 minutes until the potato looks half translucent., Add water and soybean paste. Stir the bean paste so it��s well mixed in., Cover and boil for 10 minutes over medium high heat, stirring it a few times with the wooden spoon., Open and turn up the heat to high heat and cook another 5 minutes, stirring occasionally to keep the bottom of the pot from being burnt, until its nice and a little thick., Sprinkle with green onion and garnish with squash blossom (if you use it)., Remove from the heat and serve right away withwhite fluffy riceormulti-grain riceand a variety of lettuce. You can keep the leftovers in the fridge for up to 3 days, and then reheat on the stove or in a microwave oven before serving."
Pan-fried perilla leaves with fillings,������,https://www.maangchi.com/recipe/kkaennip-jeon,"15 medium sizeperilla leaves (kkaennip), washed and strained, 8 ounces ground beef (or ground pork), 1 garlic clove, minced, 1 green onion, chopped, 2 tablespoons chopped onion, 1 tablespoonsoy sauce, �� teaspoon sugar (optional), �� teaspoon ground black pepper, 1 teaspoontoasted sesame oil, 2 eggs, beaten with a pinch ofkosher salt, 3 tablespoons flour, vegetable oil","flour, garlic, green onion, ground beef, ground black pepper, hot pepper flakes, kosher salt, onion, perilla leaves, soy sauce, sugar, toasted sesame oil, toasted sesame seeds, vegetable oil, vinegar,","Combine beef, garlic, green onion, and onion in a bowl. Add soy sauce, sugar (if you use), ground black pepper, and toasted sesame oil. Mix it by hand until it��s well incorporated and turns into a sticky lump. Cover and keep in the fridge until we��re ready to use it., Strain the beaten egg through a mesh strainer over a bowl. Let it sit on the counter until we��re ready to use it., Put flour on a cutting board and one by one, press both sides of each leaf into the flour to coat., Take the meat out of the refrigerator. Unwrap and put about 1 tablespoon  meat mixture into the inside of a leaf, thinly covering one half of it. Fold the leaf over to make a packet. Repeat with the rest of the perilla leaves and the meat mixture., Heat up a large non-stick skillet with some vegetable oil over medium heat. Take a packet and dip into the egg so it��s totally covered, and place it onto the skillet. Add more packets until the skillet is full, but the packets aren��t crowding each other., Cook for a few minutes until lightly crisp, about 2 minutes. Flip and cook another one or two minutes until the other side is lightly crisp. Add more oil if necessary. Flip and cook another minute or two minutes until both sides are crisp., Remove from the heat. If you need to cook in batches, clean the pan with a paper towel before re-oiling and cooking the next batch., Make the dipping sauce by combining all the dipping sauce ingredients and mixing well. You can garnish with a few bits of chopped green onion., Serve together. To eat, dip a pan-fried perilla leaf into the sauce and eat."
Three color sandwich,���������ġ,https://www.maangchi.com/recipe/samsaek-sandwich,"1 english cucumber, chopped (about 2 cups), �� teaspoonkosher salt, 2-3 tablespoons mayonnaise, �� teaspoon ground black pepper","eggs, english cucumber, ground black pepper, ham, kosher salt, mayonnaise, mustard, white bread,","For the green filling, mix the cucumber and salt together in a small bowl and let it sit for 10 to 15 minutes, until they sweat., Squeeze out any excess water with cotton cloth from the cucumber., Put the squeezed cucumber back into the bowl, and mix with the pepper and mayonnaise., For the yellow filling, break the yolks with a spoon in a bowl and mix in all the ingredients., For the red filling, mix all the ingredients in a small bowl., Lay 3 slices of bread on your cutting board, side by side., Divide the egg mixture into 3 portions and spread a portion on each slice., Add a slice of bread on top to each., Divide the cucumber mixture into 3 portions and spread a portion on each slice again. Add three more slices of bread., Divide the ham mixture into 3 portions and spread a portion on each slice., Add three more final slices of bread, to make a sandwich stack., Gently press each stack with your hands and cut off the bread edges. Cut each sandwich in half to make a total of 6 sandwich pieces., Serve on a plate or pack it in a lunchbox for later. Be sure to save the leftover edges, and eat them as-is or bake them for 10 minutes at 350�� Fahrenheit until they are lightly crispy."
Bean porridge,����,https://www.maangchi.com/recipe/kongjuk,"2 cups (about 11 ounces) of soakeddried split green peas, 1 or 2jujubes, 7 or 8pine nuts, 1 tablespoon honey, 1 teaspoonkosher salt, 2 teaspoons vegetable oil","glutinous rice flour, honey, jujubes, kosher salt, pine nuts, potato starch, split peas, vegetable oil, water,","Put the soaked beans into a thick pot and add 2 cups of water. Cover and boil over medium heat for 1 hour, or until soft and tender enough to mash. Stir with a wooden spoon occasionally. If you use frozen soaked beans, it will actually take less time, from 30 to 40 minutes., Mash the beans with a wooden spoon and put them into a strainer over the pot. Little by little, add 3�� cups water to the beans as you stir and press them through the strainer with a wooden spoon., Discard the rough stuff and lumps, and add �� cup glutinous rice flour to the peas in the pot. Stir well., Hold a jujube in one hand and your knife vertically in the other. Push it into the jujube until you can feel it touching the seed. Turn the jujube as you work your knife around the seed, to separate it from the jujube fruit., Flatten the jujube fruit onto your cutting board, sticky side up. Put some some pine nuts on the edge and press them into the jujube. Roll the jujube around the nuts., Squeeze it tightly so it holds together, then cut it crosswise into slices., Combine �� cup glutinous rice flour, �� teaspoon kosher salt, and �� of cup hot water in a bowl. Mix with a wooden spoon until the dough cools down enough to be handled with your hands., Knead the dough by hand for about a minute until smooth. Wrap it in plastic wrap and set aside for about 10 minutes., Dust your cutting board with potato starch. Divide the rice cake dough into 2 equal pieces, and flatten each piece on your cutting board into disks about 4 inches in diameter, getting them well dusted in the process., Layer one disk on top of the other and cut them into two squares, then four rectangles, about 2 inches by 1 inch pieces., Press the leftover dough together into a lump and make small rice cake balls with it. Dust them with starch and set aside., Heat a skillet with 2 teaspoons of vegetable oil. Fry the 4 rectangular rice cakes for 1 minute over medium heat. Turn them over and cook another minute., Turn down the heat to low and keep cooking until both sides get crispy., Bring the bean porridge to a boil. Add the rice cake balls and 1 teaspoon kosher salt., Cook for another 3 minutes until the porridge is bubbling and the rice cake balls are fully cooked., Ladle the porridge into 2 bowls., Gently lay 2 fried rice cakes on top of the porridge of each bowl. Set some jujube garnishes on top of the rice cakes., Serve hot."
"Sweet, chewy, doughnut balls filled with sweet red beans",���ҵ�����,https://www.maangchi.com/recipe/chapssal-doughnuts,"1 cupglutinous rice flour (aka sweet rice flour, Mochiko powder, orchapssalgaru), 1 tablespoon flour, �� teaspoon baking soda, �� teaspoonkosher salt, 1 tablespoon sugar, 1 tablespoon unsalted butter, melted, �� cup plus 3 tablespoons hot water","azuki beans, baking soda, butter, corn syrup, flour, glutinous rice flour, kosher salt, rice syrup, sugar, vanilla extract, vegetable oil, water,","Combine glutinous rice flour, flour, kosher salt, baking soda, and melted butter in a large bowl. Add hot water and mix with a wooden spoon for 1 minute., Form it into a lump as it gathers together., Knead the lump by hand for 2 minutes, until smooth. Put it in a plastic bag to keep it from drying out., Wash the azuki beans in cold water and strain. Put them into a solid, heavy-bottomed pot., Add 7 cups of water. Cover and boil for 30 minutes over medium high heat., Turn off the heat and let the beans soak in the hot water for 30 minutes., Turn on the heat to medium and cook for 1 hour until the beans are very soft., Remove from the heat and mash the beans with a wooden spoon or potato masher., Add 3 cups of water and stir into a watery paste., Set a strong mesh strainer over a large bowl and strain the paste through it to remove the bean skins., Use your hands to squeeze every drop out of the skins as best you can. Discard the empty skins and wash the strainer to use it again., Put the strainer over an empty bowl and line it with a clean cotton cloth. Strain the paste by pouring it through the cloth and strainer., Lift up the edges of the cloth and gently squeeze it to force the all water through., When all the water has passed, you��ll be left with a solid lump of finely ground, cooked beans inside the cloth., Put it into the pot, and turn the on heat to medium high. Add sugar, rice syrup, kosher salt, and vanilla extract., Stir well with a wooden spoon for about 6 to 7 minutes until the bean paste moves together as a lump. Remove from the heat and let cool., Use about 200 grams (7 ounces) of the red bean paste for this recipe and freeze rest for another day., Divide the paste into 10 pieces and roll each piece into a smooth ball. Cover with plastic wrap so they don��t dry out while you work., Divide the dough into 10 pieces (each one about 1 ounce, or 28 grams) and roll each piece into a smooth ball. Cover with plastic wrap., Put one of the dough balls on the cutting board and flatten it out with your hand into a disk about 2�� inches in diameter. Make a circle with your thumb and forefinger and put the disk on top of it., With your other hand put one red bean paste ball in the center of the disk and push and pull the dough around it, so the red bean ball is completely covered by the dough., Seal the dough gently and tightly around the red bean, and softly roll the ball on your cutting board to smooth out any lumps. Repeat this with the rest of the dough and red beans to make 10 balls., Heat up vegetable oil in a deep pan to 300��F (150��C)., Fry the balls for 6 to 7 minutes over medium low heat, until light golden brown. As they fry, stir gently with a wooden spoon so they��re cooked evenly and don��t stick to the bottom of the pot., Strain and let them cool for 1 minute., Roll in sugar to coat, and serve. Finish in several hours, for the best chewiness!"
Braised lotus roots,��������,https://www.maangchi.com/recipe/yeon-geun-jorim,"1 pound skinned and trimmedlotus roots, 1 teaspoon white or apple vinegar, 1-2 tablespoons vegetable oil, �� cupsoy sauce, 2 cloves minced garlic, �� cuprice syrup(or �� cup sugar), 2 teaspoonstoasted sesame oil, 1 teaspoontoasted sesame seeds","apple vinegar, cider vinegar, garlic, lotus roots, rice syrup, soy sauce, toasted sesame oil, toasted sesame seeds, vegetable oil, vinegar,","Slice lotus roots into �� inch (0.6 cm) thick discs. Soak them in cold water for 30 minutes., Boil some water in a pot. Add vinegar and blanch the lotus root slices for 5 minutes, uncovered. Rinse in cold water and strain., Heat up vegetable oil in a heavy non-stick pan. Stir fry the sliced roots for a few minutes until they get a little softer and translucent., Add 2�� cup water, garlic, and soy sauce. Stir and cover. Turn down the heat to low, and cook for 40 minutes. Occasionally open the cover and turn them over to brown evenly. Add more water if necessary., Add rice syrup and stir. Cover and let simmer for another 20 minutes., Open and turn up the heat to medium high. Carefully stir and turn over the roots and braise for 10 to 12 minutes, until each slice gets shiny like jelly and almost all the liquid is evaporated., Remove from the heat and stir in sesame oil. Sprinkle with sesame seeds., Serve as a side dish for rice. If you have some leftover, put it in an airtight container and keep it in the fridge up to 2 weeks."
Rice with red beans,�Ϲ�,https://www.maangchi.com/recipe/patbap,"�� cupred beans (Azuki beans), 2 cupsshort grain rice, �� teaspoonkosher salt","azuki beans, kosher salt, rice, water,","Rinse the beans in cold water and strain. Put in a heavy pot with 4 cups of water. Boil for 10 minutes over medium high heat. Then turn down the heat and cook for 50 minutes., Strain the beans and reserve the red bean water to make rice with later. Let the water cool down thoroughly., Put the rice into a heavy bottomed pot. Rinse in cold water and drain, then scrub the wet rice with your hand., Rinse and drain a couple of times until the drained water is clear, then drain out the last of the water by tilting the pot as much as you can., Add the cooled down red bean water. We need 2�� cups so if you don��t have enough make up the difference with clear water. Add the cooked red beans and salt. Let it soak for 30 minutes., Boil for 10 minutes over medium high heat., Open the lid and mix it up from top to bottom so everything is cooked evenly. Cover, turn down the heat to low, and simmer for 10 minutes."
Mung bean porridge,�����,https://www.maangchi.com/recipe/nokdu-juk,"1 cupdried and skinned mung beans, �� cuprice, 2 teaspoonstoasted sesame oil, 6 cups of water, 1 teaspoonkosher salt, gim-bugak(optional)","gim-bugak, kosher salt, mung beans, rice, toasted sesame oil, water,","Combine the mung beans and rice in a bowl, and wash and strain a few times., Soak in water for at least 1 hour, then strain., Put the sesame oil into a heated sauce pan. Add the beans and rice and stir with a wooden spoon over medium high heat until the rice turns a little translucent, for a few minutes., Add water, stir and cover. Let it cook for 20 minutes. It will easily boil over, so when it does, half cover it with the lid and let it keep bubbling and boiling. Stir it occasionally to prevent the rice from sticking to the bottom of the pan., Turn down the heat to low and simmer for 5 to 10 minutes until the porridge turns soft, smooth, and a little thicker. Add salt and stir., Ladle the porridge into a serving bowl and crush some gim-bugak over top if you have it. Serve right away, by itself or with kimchi orcold cucumber soup."
